Product_id,Stall_no,instock_date,Market_Category,Customer_name,Loyalty_customer,Product_Category,Grade,Demand,Discount_avail,charges_1,charges_2 (%),Minimum_price,Maximum_price,Selling_Price
PTPE2Y3XXK9XGJCZ,10,24:08.0,3,Kailah,No ,Repair,0,34,0,216,,1869,3645,2967.492675
CAGE44J56KZG2CH3,15,39:54.0,471,Darrian,No ,Pet_care,2,64,0,182,7,2249,3021,2790.6516
SNDE8H58SDEBJCFY,39,10:51.0,198,Amira,No ,Organic,2,53,1,128,9,4068,5334,720.3445992
NKCE96SX897S89H4,49,56:33.0,14,Ted,Yes,Hospitality,0,53,0,305,13,6219,7595,7174.765728
MATE49ATUKJUVFW4,37,00:09.0,113,Maanya,Yes,Repair,0,25,0,224,1,1785,7579,4894.203825
BTOEGZCTTDY587N5,35,12:41.0,446,,Yes,Pet_care,0,2,0,129,9,4298,6215,5389.690977
ACCEJEEYKYZKGH3C,11,53:01.0,358,Leanna,Yes,Repair,3,56,0,,5,4472,,9425.408832
PBXE5YG7QRZHXVGF,35,56:16.0,462,Romel,Yes,Educational,3,13,0,,12,1614,,3555.274437
PCSE2DJZ4RMMXBUG,33,09:58.0,94,Huxton,No ,Home_decor,0,54,1,236,15,1792,10279,936.053172
WATE4Q76DZRDK8AT,34,30:24.0,416,Ariza,Yes,Hospitality,2,92,0,252,13,2558,7341,5132.935808
BDGEGEGD6EFK9CRM,24,55:43.0,65,Kelia,Yes,Fashion,2,80,0,387,13,6791,10416,8799.1422
ACBECFGTHYEUNK4C,40,09:22.0,73,Aden,No ,Pet_care,0,20,0,182,10,1061,1575,1467.5403
ADPEFWFYB39SBAGE,14,31:58.0,451,Sanaya,No ,Technology,0,35,0,478,13,4958,6495,6196.41015
WATDXFGTEHGJXZBP,30,00:31.0,99,Mahala,Yes,Technology,0,83,0,527,7,2500,8320,5855.242624
SHOEHXDTDYJFDHT3,7,32:15.0,451,Jakai,Yes,Fashion,0,76,0,358,12,3890,6340,5424.3486
BRAEDNFGGHAFHEY4,7,31:36.0,23,Bishop,No ,Organic,2,51,0,,,1806,5555,3759.126624
CAGEBUD2ZWTAAHHV,18,18:44.0,152,Abdulmalik,Yes,Child_care,0,59,0,303,13,1829,2762,2584.830528
WATDUK7DKS6AJZYK,36,46:00.0,58,Mekhai,Yes,Hospitality,0,81,1,276,11,8340,10112,1406.276256
NKCDZK5DAXGQZMWA,43,28:24.0,451,Loralei,No ,Child_care,0,87,0,295,10,4836,7096,6176.725632
TOPEGF55FTHGTKCS,1,19:38.0,469,Kailey,Yes,Pet_care,0,64,0,109,11,5140,7332,6288.3414
ACCEAMGZMAXHG3M5,44,01:06.0,192,Makenley,Yes,Fashion,0,53,0,357,14,1731,5098,3752.111808
BRAECBDFRF28VVRH,4,37:05.0,294,Janice,Yes,Pet_care,2,18,0,160,11,986,3402,2356.174359
SHIEBTT2SZQJKGDM,36,25:50.0,441,Obadiah,No ,Child_care,0,24,0,314,9,3498,4437,4274.357325
ATAEJ9E5YUYVUMSZ,23,20:13.0,358,Carina,Yes,Pet_care,3,45,0,120,7,8384,14073,11283.6793
CRGE7MMHVKPEZZA5,32,12:40.0,350,Zaria,Yes,Technology,1,4,1,599,10,5739,9631,1243.629125
ACCEKFVVHCJHKVCR,45,13:03.0,62,Brennan,No ,Repair,0,94,0,274,4,8857,11105,10111.26054
PCSECTYTDV7DGJ4R,12,46:19.0,94,Sarahy,Yes,Fashion,2,53,0,390,15,1762,10039,6259.03416
PSOEH3ZYYFETGCCD,12,59:24.0,2,Alexander,Yes,Educational,1,83,0,142,16,5303,8508,6956.90688
PTPECA2TGAAFPBDJ,7,44:13.0,358,Julisa,No ,Pet_care,3,12,0,186,7,3161,14485,9014.278482
CRTECYY4HKRGEPMS,27,57:15.0,443,Thane,No ,Pet_care,0,79,0,164,4,4398,,5584.7781
ACCEJWJKZAGJFWCB,22,20:25.0,3,Abigale,No ,Organic,0,28,0,111,9,1538,2660,2206.360275
CRTECN2QTV27RUUA,12,27:31.0,198,Dafne,Yes,Educational,0,97,0,141,8,2187,3051,2722.32576
SHOEJUQGGZQPCVYE,31,58:46.0,452,Bruno,Yes,Hospitality,0,25,1,238,12,5019,6874,926.424135
BRAEBBMQZZF9A57T,2,12:40.0,36,Kenton,Yes,Technology,0,97,1,515,8,7092,10017,1341.846106
RNGE7GVYR3UHDJNJ,42,20:13.0,358,Dixie,Yes,Educational,3,62,0,144,10,4451,,9748.7181
CRTECN2RCJRME9QG,25,24:08.0,447,,Yes,Repair,0,25,0,267,2,2823,4059,3699.418275
SUDEGGB52W7HYS9U,32,00:09.0,275,Mana,Yes,Hospitality,0,54,0,319,5,1318,4575,3246.061392
NKCEBKWHPFP3FDUS,2,12:56.0,58,Zamya,No ,Organic,0,18,1,122,9,4327,6078,799.2970623
ACCE7XGJZWRHVHPH,47,21:35.0,437,Veda,Yes,Cosmetics,0,2,0,277,13,7582,10543,9350.344872
NKCEDCT9ZA2Z8KFH,14,56:38.0,358,,No ,Fashion,3,65,0,385,15,3924,11476,8015.5845
BRAEBD44CXFHNAHF,44,48:23.0,58,Jakari,Yes,Home_decor,0,65,0,241,16,,,5294.1834
DUPEGNY42VRHCFMA,31,58:29.0,63,Mack,No ,Child_care,1,69,0,251,10,3993,9403,6886.143
MRCEGVVBSGYFZ4FN,22,12:13.0,23,,No ,Child_care,1,15,0,337,8,8317,11899,10452.04469
MUGEBFGFM2AZHHWR,23,52:57.0,113,Chester,Yes,Pet_care,0,44,0,,2,1828,3337,2673.797472
PBXED6C4U4SVQWPG,42,57:42.0,358,Osias,Yes,Organic,3,20,1,108,5,1931,11685,1014.557025
CAGEBTGEFEJMCGFF,2,19:03.0,58,Jupiter,No ,Cosmetics,0,81,1,278,15,4761,6565,879.5726016
PACDZTD7Z9T2GVGT,22,25:02.0,152,Bracha,Yes,Cosmetics,0,31,0,231,16,1736,2291,2242.1007
ACCEDJHQHQBZQY46,22,23:27.0,38,Avalyn,No ,Hospitality,3,8,1,315,9,6142,10108,1266.96979
PCSEE4H5JMQQK2N5,1,02:09.0,132,Mayeli,Yes,Fashion,0,26,0,371,13,2255,12677,7827.093225
NKCE7TF6ZZHHWAEW,12,04:49.0,451,Michel,No ,Child_care,0,15,0,261,15,6998,9710,8626.667247
TOPE9HYGS96GGY2C,5,03:23.0,231,Meghna,No ,Educational,2,96,0,143,16,5046,6669,5923.327872
TROEGNQE9GNRFYQD,14,46:48.0,469,Amarianna,No ,Pet_care,0,5,0,156,5,4900,6896,6056.344305
CRTECN2QXQK3RMVY,36,24:08.0,403,Isobel,Yes,Pet_care,0,71,0,175,2,1611,,2308.6107
PBXEA2CGDY6EXTAD,41,39:45.0,70,Tory,No ,Cosmetics,2,41,1,233,16,905,2439,284.3206272
SKTE8HA22ZZZ2DDH,35,08:47.0,358,Chana,Yes,Technology,3,42,1,527,11,4364,14458,1482.702084
TSHE44QJ9ZN7V7AT,48,55:43.0,191,Aymen,No ,Hospitality,0,39,0,211,10,4397,8057,6428.119425
PBXDT4FTDF2CRQPX,50,17:50.0,358,Adalena,No ,Organic,3,47,0,109,8,3685,8125,5980.200192
NKCE4VA4VSZ4X5EZ,16,37:51.0,376,Nallely,No ,Organic,0,41,0,141,6,7647,17098,12440.78611
AIREGYJGHDMKNARY,9,10:25.0,268,Haylee,No ,Child_care,2,40,0,344,13,2115,5774,4197.023325
BRAEE6KRZQSEBSQJ,25,15:35.0,445,Maren,Yes,Educational,0,66,0,115,15,5953,9065,7558.9074
RNGE9CD2XUJGHHBB,20,03:27.0,40,Maeve,No ,Technology,0,83,0,529,5,5106,6117,6054.846336
MUGEB3GZGGCPWCVH,22,21:17.0,106,Raylen,No ,Technology,0,19,0,649,12,336,2922,2279.722005
WATDGNATBZDSZHGX,41,34:59.0,11,Roisin,Yes,Hospitality,3,52,0,239,8,454,2978,1943.849232
TOPECRP5CUHTQM5C,48,03:16.0,144,Elize,Yes,Cosmetics,1,92,0,220,14,14029,19335,16681.62496
ACCEDCYTFNHAVRKN,34,55:19.0,367,Carolyn,Yes,Cosmetics,0,49,0,214,16,7624,14618,11280.13214
BRAEFR6JZ6TD2JMY,39,08:42.0,104,Adalee,Yes,Pet_care,0,48,1,198,1,3612,8804,954.8426448
SGLEGBV65VHSPDC8,29,40:07.0,2,Nyles,No ,Technology,1,84,0,509,13,5254,9250,7658.535808
PTPE3KKX3DBHYFVX,24,09:55.0,3,Azari,No ,Repair,0,85,,223,9,3098,4153,569.4441984
PTPEYW8HMUYRPGAD,25,31:33.0,443,Bobbi,Yes,Cosmetics,0,13,0,215,16,3398,5227,4533.94656
TUNEB42QZJVHMB9R,25,03:46.0,188,Josyah,Yes,Pet_care,0,9,0,124,3,3005,4596,3925.247436
ACCEDTNRY73AGEHF,4,10:51.0,350,Rebekah,Yes,Organic,3,66,0,137,7,5034,7831,6508.26
WATDZDSVWQRRGERC,48,09:55.0,1,Bryan,Yes,Technology,0,2,0,639,15,2054,2875,3106.88928
CSOE88UGAKKGJWCX,16,56:44.0,162,Devansh,Yes,Technology,1,16,0,475,6,9796,,12611.51872
MUGEAGGKTPKSHZJY,43,24:04.0,447,,Yes,Technology,0,53,0,541,5,2819,3719,3787.235568
NKCE57RNFHJADNTG,9,56:43.0,451,Alen,No ,Repair,0,48,0,235,4,4808,6412,5809.817664
WFTE7VE287YKGZAK,49,24:14.0,469,Simcha,Yes,Cosmetics,0,49,0,283,12,3420,4328,4135.01544
WJCEHF8GZSQWZY7Z,14,30:23.0,283,Joshua,No ,Repair,0,97,0,259,9,1911,3545,2946.411776
WATEHYMDBDZAYJ4E,25,09:21.0,471,Jalisa,Yes,Home_decor,2,25,,290,14,2183,4942,577.1769413
BRAE7MMGS2FKH4MJ,9,20:42.0,275,Lilyann,No ,Technology,0,42,1,580,5,1293,,414.048024
VANEABFPKGGZTYVQ,48,12:57.0,452,Mohammad,Yes,Repair,0,71,0,208,6,4317,6084,5357.5038
FABEHZJDBFJHYWAJ,16,36:24.0,62,Ellowyn,No ,Home_decor,0,65,1,249,13,1718,7122,694.200375
TOPEAUZ3KFKFAUKX,21,55:00.0,58,Jeannie,Yes,Cosmetics,0,85,0,273,15,5318,6961,6329.237376
JEAEGGAY5GMTJ2HN,27,00:27.0,58,Maddy,Yes,Technology,0,24,0,588,16,5699,8476,7667.6229
MUGECEVFMCXPZFS4,7,18:42.0,152,Jovanny,Yes,Home_decor,0,59,0,236,,1366,1833,1825.978464
BRAEBGGV3NPZHAGQ,17,08:42.0,76,Joelle,Yes,Pet_care,0,51,0,172,2,6336,8940,7761.536208
TOPEA6CKCHFHTUZ9,12,36:58.0,452,,Yes,Cosmetics,0,41,0,274,14,3744,5087,4665.627648
NKCE6NHRZ7SZG4ZW,43,36:55.0,90,Breasia,Yes,Pet_care,0,62,0,139,5,677,953,944.8659
NKCE7NEFZM8NMRVM,49,31:38.0,13,Marlena,Yes,Educational,3,55,0,114,8,236,1902,1176.283296
PBXE7V9ZUUH8FZSZ,49,05:18.0,121,Zenaida,Yes,Hospitality,0,74,0,231,8,1254,3832,2748.2697
CRTECN2QZKY2A5EK,10,30:37.0,14,Janai,Yes,Repair,0,40,0,239,6,3030,,3916.11915
NKCE9PFFQKXFACFT,14,56:17.0,14,Kelsea,Yes,Pet_care,0,22,0,126,11,6369,,7525.788375
SKIEHDJUFJHM6GYY,43,40:57.0,14,Demetrio,No ,Educational,0,84,0,116,15,4111,5936,5072.922624
BRAEDZ7TZZYJEXFG,41,12:06.0,23,Calliope,Yes,Cosmetics,0,19,0,201,17,1202,3003,2306.839293
NKCE5PP5BKPGUKJX,20,33:20.0,62,Kolin,No ,Cosmetics,0,16,0,213,14,1713,,4050.464913
TOPE5MCE7YUGFMHY,21,51:58.0,57,Tristin,No ,Child_care,0,11,0,265,14,3932,8900,6689.311002
NKCDXEGWFZXNVNAD,21,26:36.0,447,Ravyn,Yes,Hospitality,0,94,0,255,11,2660,3983,3528.59584
SHIEGRYVSHD9HAF2,6,58:49.0,205,Paxtyn,No ,Pet_care,0,13,1,174,6,2889,4072,548.4336512
PCSE4V8HHSXNPZJW,47,20:12.0,467,Mataya,Yes,Educational,0,36,0,126,14,7117,9990,8669.741325
NKCE69P8TC88UPPC,18,30:25.0,452,Cy,No ,Educational,0,75,0,,7,3347,4803,4140.0315
NKCEBVP6E2GTYS8N,28,56:12.0,220,Teyana,No ,Fashion,0,39,0,391,13,8434,11663,10426.4286
ACCEGCASDTW8AW4G,4,47:46.0,441,Brylie,Yes,Technology,0,82,0,634,12,3464,5970,5279.524096
DIAEJUCFPWJYHFVH,4,19:46.0,65,Jessiah,Yes,Educational,2,60,0,118,,2896,4304,3637.1602
VANE97CQUZGNYATF,9,13:08.0,320,Brodie,Yes,Child_care,0,46,0,284,5,4895,12831,9092.860848
CRTECN2QSAF6BKNC,41,26:21.0,57,Brant,No ,Fashion,0,28,0,,13,1928,4901,3769.49265
BRAEGGERK8KPVH6Z,41,55:30.0,11,Davontae,Yes,Repair,3,55,0,293,9,524,2334,1712.260944
NKCEAGXHQTTQM8XJ,33,20:27.0,469,Dayra,Yes,Educational,0,92,1,167,12,3430,4643,622.1609856
SHIE7XCGXYYTGFYK,13,12:54.0,65,Celia,Yes,Technology,2,85,0,,6,5337,7427,6847.781248
NKCEF9GTWTAQE5DM,16,50:02.0,444,,Yes,Technology,2,39,0,587,7,7962,11410,10254.08055
CLTEHD75ANYWYAAY,41,10:53.0,24,Caden,No ,Cosmetics,0,49,0,233,12,3550,4988,4478.274432
ACCDXH5HUUZCHVZG,31,52:58.0,3,Jalena,Yes,Child_care,0,62,0,319,14,3492,5185,4616.9343
VLBEGFFDCSSZXNJ3,37,01:18.0,14,Demario,Yes,Repair,0,92,1,255,7,3613,,685.6183488
MNKDNW49THH74PVT,14,25:02.0,469,Johana,No ,Technology,2,53,0,622,16,3543,4563,4651.518528
SUOEBWCHKAPGTVBJ,7,27:07.0,147,Katia,No ,Technology,2,40,0,458,15,919,2341,2043.4051
ACCEAZCVABRA3MXR,33,23:44.0,441,Stetson,Yes,Cosmetics,2,23,0,206,15,5807,8177,7190.468775
SHOE6DVYGT9ZHBUY,4,31:35.0,453,Serenity,Yes,Home_decor,0,62,0,253,11,4858,,6164.2944
KTAEHFQGFGMGGMUZ,5,15:45.0,23,Chloe,Yes,Hospitality,2,2,0,256,14,5120,13296,9475.942311
NKCDWBPZZ9NQMAKA,38,22:44.0,455,,Yes,Organic,0,88,0,113,7,2679,,3796.156672
NKCDWBPZXBKBN8GT,21,24:59.0,78,Anirudh,Yes,Child_care,2,10,0,290,16,2119,4463,3585.911373
ACCEJ6TEH8FYHEFG,18,25:17.0,62,Dajuan,Yes,Organic,0,31,1,130,8,2327,7170,730.5141375
DRPEHYHJJCJGQ5UK,4,09:51.0,55,Jerrick,Yes,Educational,0,37,0,139,6,3569,4729,4279.763775
SHIE4GFNDBQTUBTU,10,13:22.0,188,Xzavier,Yes,Pet_care,0,93,0,155,11,4581,6320,5530.6944
BOTEH2PGHGGCUPHH,20,58:29.0,73,Ariya,Yes,Child_care,0,16,0,342,13,1394,1932,2006.959284
LBXEHYZYAC6XFEBQ,45,19:31.0,94,Tatum,Yes,Child_care,0,36,1,340,9,1398,6115,613.444545
CRTECN2R8G7QFUZP,20,04:13.0,55,Bellarose,No ,Technology,0,100,0,607,10,1758,4080,3449.5193
SHTECY56T5NFH5KP,17,08:51.0,188,Brienna,Yes,Pet_care,0,48,0,124,5,2973,5171,4171.172544
SHIECGUP3UE5HNXG,14,08:47.0,198,Sariah,Yes,Fashion,2,28,1,351,15,4438,6286,856.01061
RNGEH4GPGDHJ5YUX,11,18:08.0,452,Saige,No ,Educational,0,59,0,123,14,4915,6496,5799.136464
TOPE8YAUGSAPYUYQ,44,37:49.0,249,Loic,No ,Pet_care,0,79,0,194,10,4200,6731,5608.3203
PACDZNJRS8AHZVEV,13,23:34.0,118,Jaci,Yes,Technology,0,94,0,553,12,1061,4693,3384.00832
MUGEYYXFMBHPJT9F,27,23:16.0,3,Cristal,Yes,Child_care,0,83,0,303,14,1731,3176,2720.187008
SFFEHQVASF8FGSD7,21,01:13.0,65,Brecken,Yes,Educational,2,3,0,121,10,6508,9899,8331.86673
CRTECN2QXASYJJDQ,6,25:25.0,403,,Yes,Home_decor,0,63,1,277,10,1703,2847,379.31058
MUGEAGGKRGWGGBTW,1,18:41.0,55,Joanne,Yes,Organic,0,74,0,132,8,1269,3468,2477.3661
RNGE9HE4FJUJ3CTH,45,41:56.0,416,Nazar,Yes,Cosmetics,2,39,1,251,15,3493,10402,1078.634655
NKCE5UZHRWGARHGZ,31,29:07.0,469,Reggie,Yes,Pet_care,0,45,0,115,10,3535,4637,4178.177424
BRAEYMFCWUSF3U9B,22,31:51.0,447,Taj,Yes,Organic,0,41,0,138,7,6173,7365,6867.504864
SCFEHG2YYVH2PSYX,39,08:34.0,452,Chad,Yes,Cosmetics,0,11,1,286,14,4825,6716,909.5960313
WATE9GH8QASP5G3U,18,56:19.0,211,Ward,Yes,Pet_care,0,23,0,128,6,6365,8920,7755.652275
BRAECTFYHQPDUUFE,50,32:42.0,450,,Yes,Hospitality,0,62,0,310,9,890,,1795.7115
HMBEJCX8SZF7FBKZ,31,48:47.0,23,Ariadna,Yes,Hospitality,0,80,0,295,7,3073,5246,4357.118275
PTYEA6SFGD4X8NAR,41,02:10.0,131,David,No ,Pet_care,0,41,0,181,5,2331,6115,4377.910896
SHOECGUPWQRCNAHR,9,26:11.0,441,Keyon,No ,Repair,0,16,0,221,5,3548,5097,4545.205434
SNDEHZH3HSRF5PDE,49,59:40.0,186,Leya,Yes,Organic,2,51,1,138,8,2926,3912,530.5436496
JEAECN2PWUKFA9GJ,23,25:52.0,460,Hudson,No ,Home_decor,3,82,,213,17,252,,539.684992
CRTECN2QSMDUQRJ5,25,22:53.0,100,Kalynn,No ,Home_decor,0,86,0,252,14,1459,3491,2691.141376
NKCE6SR4KPYTZEGF,32,24:28.0,452,Dottie,No ,Pet_care,0,99,1,196,10,3940,5045,693.8116416
BRAEBBMQQ37GW3CZ,5,36:19.0,441,Shmuel,No ,Child_care,2,88,0,305,6,5932,8910,7619.13152
RNGDTBQUQZZEZYPZ,1,20:59.0,11,Nadia,No ,Organic,3,94,0,125,6,388,1356,983.155712
CRTEB774SG3R4RPP,46,31:38.0,358,Vianney,Yes,Child_care,3,96,0,,14,2547,,6627.115264
NKCEFMZUYQEFC34D,3,31:31.0,456,Maja,No ,Hospitality,0,6,0,277,14,2801,6476,4921.497801
CRTECN2QSSHFDJS5,48,22:13.0,3,Genesis,No ,Fashion,0,72,0,390,17,1824,2674,2616.3918
SWSEBHCPTESRGGGR,49,09:22.0,20,Raegan,No ,Fashion,0,70,0,386,,8501,13189,11135.8665
PBXED6C4RXFZXDFY,29,18:34.0,58,Elija,Yes,Fashion,0,21,0,392,12,4537,6321,5812.941225
CAGE6FYKGFTAXHZ5,36,56:17.0,283,Tiernan,Yes,Home_decor,0,88,0,225,14,1708,8657,5336.787456
BRAEE4P4QGQ9ZVVA,8,48:47.0,100,Austin,Yes,Home_decor,0,50,0,295,16,1351,2346,2132.722656
TOPE2RX9SCJKPRGV,11,11:55.0,358,Ashlyn,Yes,Home_decor,3,89,0,271,10,3694,13810,8901.6928
CAGE53FS5CFUVY3D,22,56:30.0,152,Khylie,Yes,Pet_care,0,91,0,137,1,10202,,11883.56646
MUGE92Z4VKWKGEXX,45,27:45.0,61,,Yes,Repair,2,37,0,232,9,6997,9722,8577.52245
RNGEDAKDZXZ7ZBES,15,08:47.0,447,Abrielle,Yes,Home_decor,0,76,0,273,13,5836,8021,7138.4049
BBAEGJFQYX2ENC4X,32,57:12.0,224,Kaylinn,Yes,Child_care,0,44,1,314,14,2737,6089,705.4331472
NKCECW7BHZZHMDQZ,2,28:34.0,3,Priscila,Yes,Technology,0,62,0,605,11,1705,2885,2873.4948
SHIE9FMPPPMDUXVZ,26,21:57.0,14,Lilli,Yes,Home_decor,0,77,0,233,16,3633,4697,4360.6134
NKCE996SHH5JDJWY,35,30:05.0,23,Oden,Yes,Educational,2,98,0,131,14,2371,10588,6524.248192
BDGEFMYFYA6FK6HA,21,10:20.0,446,Phoenix,No ,Educational,0,23,1,151,8,5162,6946,929.14731
BRAEDUQPBEFTCBQB,29,18:19.0,83,Areli,No ,Home_decor,0,90,1,218,,1332,4921,495.1442496
NKCE6TNZC77VFFDH,33,06:14.0,45,Xavien,No ,Organic,0,16,0,111,6,2631,5354,4105.48941
ACCEEV5UV5NV4PKZ,47,12:06.0,40,Lleyton,No ,Pet_care,0,22,0,116,11,4751,6715,5840.671725
NKCEDCT9S7TUUY5E,2,12:13.0,3,Leonie,No ,Repair,0,4,0,255,9,1907,3688,3054.714498
CRTECN2QUPEJS8BA,13,30:18.0,23,Aahil,No ,Technology,2,77,0,519,5,1042,3914,2968.2576
NKCE88AHVENFACHA,22,23:15.0,451,Dakotah,Yes,Fashion,0,94,0,386,16,5155,,6074.972288
PBXEDAVHCC3P7HA9,18,07:25.0,199,Jace,No ,Cosmetics,0,52,1,208,17,4413,6450,841.8867192
PBXEAMHQHTW77AQN,22,12:56.0,448,Karmin,No ,Technology,0,38,0,638,8,2357,3469,3544.446675
SHOE2PQ6ZNUVUQJN,15,26:49.0,65,Finleigh,Yes,Home_decor,2,73,1,281,10,948,3224,351.809865
WBTDMEZTDSZGZEDJ,31,18:06.0,101,Jori,Yes,Pet_care,0,33,0,101,9,1651,2149,1997.703225
MUGEJG6TH8HH2XC6,49,10:27.0,452,Caitlin,Yes,Fashion,0,2,0,363,15,4398,6010,5574.252519
DREE3KKWWG8DBHHA,31,19:38.0,283,Eduardo,No ,Pet_care,0,68,0,142,3,2367,4798,3688.3143
CAGE7NK9NNWVPYGZ,37,21:11.0,452,Sholom,No ,Pet_care,0,33,0,107,5,3917,5548,4829.765325
VANEG47EKAQE3CQT,16,19:52.0,57,Charli,Yes,Hospitality,0,54,0,206,13,3861,7378,5795.480016
KRTEBFRQEW73G6BA,18,13:25.0,13,Jax,Yes,Cosmetics,3,86,0,259,15,567,2560,1798.57216
DREEG5ZR4CSHRHQY,45,53:34.0,65,Syeda,Yes,Repair,2,1,0,292,5,3223,5032,4421.117844
SRTEGJV4ZHD7QJAS,9,08:40.0,469,Kaiya,Yes,Hospitality,0,88,0,220,14,5351,8243,6925.338112
ACCE74HCBUZZYH2X,27,29:15.0,57,Daniya,Yes,Cosmetics,0,51,0,256,14,2655,5644,4383.077616
TOPEHZMKVW9USEK9,46,48:25.0,113,,No ,Organic,0,15,0,111,6,962,4535,2860.863885
RNGEDAPSYZY4WGJV,2,31:36.0,441,Mollie,No ,Repair,0,18,0,205,7,5941,8209,7284.221505
BRAEDSKCC3ZH4XUH,4,47:45.0,104,Aidyn,Yes,Educational,0,54,0,,13,1042,6967,4089.369456
DREEFM4NXGZY5ZAH,10,10:27.0,452,Melina,Yes,Repair,0,29,0,215,9,4666,6332,5704.652625
NKCE5GJ3HYMV7BBP,33,22:32.0,24,Rahma,Yes,Technology,0,81,0,585,12,3603,4891,4767.44576
RNGEDAPFZE2K4KSD,14,08:07.0,87,Noor,No ,Educational,0,31,0,124,16,4927,7073,6118.266
SHIE8WYNMSSUJHNC,15,25:15.0,23,Elon,Yes,Child_care,0,3,0,284,15,1974,3602,3075.872382
ACCEBHMUGKC35PRQ,5,24:59.0,23,Cailey,Yes,Repair,2,36,0,227,6,2572,8271,5637.620625
JEAEGP3SASYHPJVB,41,18:08.0,444,Dominik,Yes,Educational,1,40,0,162,13,5664,7465,6583.491825
WATDZ2ZQK6VS9DB4,50,40:07.0,137,Leianna,Yes,Hospitality,0,91,0,270,6,4806,17578,11303.57043
PTLEH3DYPNM44GPW,50,42:28.0,73,Raniyah,No ,Child_care,0,78,0,293,14,642,1365,1284.921
BRFEGHPN5FEQQGUJ,31,41:54.0,116,Prestyn,Yes,Organic,0,31,0,123,6,3962,5098,4644.0807
BRAECTFYNTXZP5HX,40,08:07.0,444,Natalya,Yes,Fashion,1,96,0,359,14,6033,8529,7540.027264
PCSEAH5WKBCZYEK7,4,44:05.0,452,Kaileb,Yes,Repair,0,46,0,242,4,3186,8749,6172.133904
TOPEFFNGY3ZWSEJG,2,00:24.0,447,Kali,No ,Fashion,0,82,0,399,15,3065,4239,3998.066688
SWTECZMBGZPVRTQS,41,12:57.0,1,June,No ,Fashion,0,60,0,385,14,3016,4822,4212.526475
CRTECN2QXBKG9MZF,9,26:58.0,14,Obed,No ,Child_care,0,84,0,325,17,2951,,3864.14336
WATDZT4HFBZ7SXZE,48,40:08.0,90,Safaa,Yes,Repair,0,48,1,255,6,904,3059,333.5053176
MUGECEVFBPUAPF8B,15,25:44.0,55,Angely,Yes,Pet_care,0,42,0,148,10,1322,2796,2194.922016
RNGEDAKBZZA5AXWV,36,25:22.0,452,Ellery,Yes,Home_decor,0,51,0,,16,5875,7633,6981.838416
CAGED275PAD86Z6G,48,48:17.0,358,Harlowe,Yes,Home_decor,3,80,0,231,12,3405,11573,7555.087725
ACCE7NQEW82AW6HY,46,21:27.0,127,Kamaria,No ,Fashion,0,95,1,373,12,2053,2788,413.419776
CAGE9ABAMW7FKH7C,13,36:54.0,358,Annastasia,No ,Fashion,3,33,0,354,16,6040,16175,11450.57183
WATEHYJS3XNCZUSE,29,12:37.0,358,Francine,Yes,Home_decor,3,87,0,201,15,3398,14857,9207.662464
MUGEAGGKJFYH6GRS,28,25:40.0,23,Osiris,Yes,Cosmetics,2,63,0,277,14,1360,3230,2549.4579
BOTEGYTZ2T6WUJMM,22,59:24.0,23,Benjamin,Yes,Pet_care,2,12,0,102,5,1390,5665,-3630.896874
CLTEGMRUZGHZSTWH,32,58:29.0,14,Lennox,Yes,Hospitality,0,48,0,201,9,4263,,5152.292928
FABE94K9SSEDXFDY,20,30:37.0,3,Jedediah,No ,Fashion,0,83,0,371,12,2095,3959,3352.646528
NKCE9YX2SRHUYGNK,31,55:07.0,93,Zophia,Yes,Technology,2,78,0,534,6,1795,4289,3542.0517
PDKE9C4FPDFDQSUW,11,21:57.0,55,Abygail,No ,Organic,0,42,0,139,6,1256,3105,2305.956816
RNGEAM4MMF8BUZZG,3,08:06.0,103,Danika,No ,Hospitality,2,81,1,318,12,5888,,1163.360352
NKCEYM3BFYJ5N5KC,13,22:13.0,447,,Yes,Organic,0,16,0,117,7,2919,4430,3793.690593
NKCE9AZMGTGHZ3EK,3,14:54.0,93,Johnluke,Yes,Organic,2,97,0,135,9,2019,5655,3918.20352
CAGED6GKHQTG5RYF,20,05:37.0,58,Naksh,Yes,Repair,0,94,1,265,1,4621,6402,854.079072
TSHE4ENHQHZYRNYZ,37,57:52.0,268,Alayshia,Yes,Fashion,2,86,1,357,13,1571,5284,560.1598464
TOPDSGUSBSDSRXVJ,18,54:47.0,14,Jaynee,Yes,Hospitality,0,90,0,259,7,4289,5772,5216.800512
NKCDYQ3R8YYRXDCY,45,20:00.0,45,Reva,No ,Hospitality,0,15,0,,5,2816,5683,4465.173438
NKCE5UY9F9G7GPE4,4,55:07.0,23,Karime,No ,Child_care,2,49,0,256,12,858,6498,3913.204176
SHIE9J6PFKPDMEGK,23,24:18.0,446,Brecklyn,No ,Child_care,0,95,0,311,17,5432,6792,6340.749184
NKCEA4CAKB9D94JG,5,09:55.0,446,Divya,No ,Fashion,0,13,1,390,11,4109,5588,786.4958426
SHIE8Q7P5XAGDZ4H,12,24:19.0,152,Blakelee,Yes,Hospitality,0,24,0,210,13,2026,2612,2525.679975
SGLEGBV7SWPSNVWW,10,54:20.0,116,Jerzee,Yes,Repair,0,34,0,256,8,4826,6609,5963.124825
